trap_id,year,week,zone,spp,total
FC-006,2021,26,NE,Pipiens,5
FC-006,2021,26,NE,Tarsalis,26
FC-014,2021,26,NE,Pipiens,3
FC-014,2021,26,NE,Tarsalis,14
FC-034,2021,26,NE,Tarsalis,241
FC-036,2021,26,NW,Pipiens,26
FC-036,2021,26,NW,Tarsalis,65
FC-038,2021,26,NE,Tarsalis,33
FC-040,2021,26,NE,Pipiens,3
FC-040,2021,26,NE,Tarsalis,29
FC-040gr,2021,26,NE,Tarsalis,1
FC-040gr,2021,26,NE,Pipiens,5
FC-066,2021,26,NE,Tarsalis,6
FC-066,2021,26,NE,Pipiens,26
FC-066gr,2021,26,NE,Pipiens,13
FC-067,2021,26,NE,Pipiens,7
FC-067,2021,26,NE,Tarsalis,18
FC-069,2021,26,NE,Pipiens,2
FC-069,2021,26,NE,Tarsalis,40
FC-072,2021,26,NE,Pipiens,3
FC-072,2021,26,NE,Tarsalis,10
FC-091gr,2021,26,NE,Pipiens,2
FC-092gr,2021,26,NE,Pipiens,1
FC-004,2021,26,SE,Tarsalis,13
FC-023,2021,26,SE,Pipiens,3
FC-023,2021,26,SE,Tarsalis,8
FC-027,2021,26,SE,Pipiens,14
FC-027,2021,26,SE,Tarsalis,35
FC-031,2021,26,SE,Pipiens,3
FC-031,2021,26,SE,Tarsalis,29
FC-046,2021,26,SE,Pipiens,12
FC-046,2021,26,SE,Tarsalis,27
FC-047,2021,26,SE,Pipiens,4
FC-047,2021,26,SE,Tarsalis,9
FC-050,2021,26,SE,Pipiens,2
FC-050,2021,26,SE,Tarsalis,2
FC-053,2021,26,SE,Pipiens,1
FC-053,2021,26,SE,Tarsalis,20
FC-059,2021,26,SE,Pipiens,1
FC-059,2021,26,SE,Tarsalis,2
FC-064,2021,26,SE,Pipiens,13
FC-064,2021,26,SE,Tarsalis,50
FC-074,2021,26,SE,Pipiens,4
FC-074,2021,26,SE,Tarsalis,21
FC-075,2021,26,SE,Pipiens,2
FC-075,2021,26,SE,Tarsalis,16
FC-075gr,2021,26,SE,Pipiens,34
FC-088gr,2021,26,SE,Pipiens,17
FC-011,2021,26,NW,Pipiens,2
FC-011,2021,26,NW,Tarsalis,8
FC-015,2021,26,NW,Pipiens,2
FC-015,2021,26,NW,Tarsalis,6
FC-041,2021,26,NW,Pipiens,10
FC-041,2021,26,NW,Tarsalis,19
FC-049,2021,26,SW,Pipiens,5
FC-049,2021,26,SW,Tarsalis,6
FC-052,2021,26,NW,Pipiens,1
FC-052,2021,26,NW,Tarsalis,2
FC-058,2021,26,SW,Pipiens,3
FC-058,2021,26,SW,Tarsalis,3
FC-060,2021,26,NW,Pipiens,1
FC-060,2021,26,NW,Tarsalis,9
FC-061,2021,26,NW,Pipiens,16
FC-061,2021,26,NW,Tarsalis,41
FC-063,2021,26,NW,Pipiens,1
FC-063,2021,26,NW,Tarsalis,8
FC-063gr,2021,26,NW,Pipiens,2
FC-073,2021,26,NW,Pipiens,18
FC-073,2021,26,NW,Tarsalis,42
FC-090gr,2021,26,NW,Pipiens,38
FC-001,2021,26,SW,Pipiens,4
FC-001,2021,26,SW,Tarsalis,8
FC-029,2021,26,SE,Tarsalis,5
FC-029gr,2021,26,SE,Pipiens,43
FC-054,2021,26,SE,Pipiens,3
FC-054,2021,26,SE,Tarsalis,78
FC-068,2021,26,SW,Pipiens,2
FC-068,2021,26,SW,Tarsalis,17
FC-089gr,2021,26,SW,Pipiens,25
FC-093,2021,26,SW,Tarsalis,17
FC-037,2021,26,SW,Tarsalis,26
FC-057,2021,26,SW,Pipiens,1
FC-057,2021,26,SW,Tarsalis,17
FC-062,2021,26,SW,Pipiens,3
FC-062,2021,26,SW,Tarsalis,9
FC-071,2021,26,SW,Tarsalis,4
LV-004,2021,26,LV,Tarsalis,47
LV-066,2021,26,LV,Pipiens,6
LV-066,2021,26,LV,Tarsalis,73
LV-069,2021,26,LV,Pipiens,2
LV-069,2021,26,LV,Tarsalis,24
LV-078,2021,26,LV,Tarsalis,22
LV-079gr,2021,26,LV,Pipiens,13
LV-080,2021,26,LV,Tarsalis,24
LV-088,2021,26,LV,Pipiens,4
LV-088,2021,26,LV,Tarsalis,31
LV-093,2021,26,LV,Pipiens,7
LV-093,2021,26,LV,Tarsalis,16
LV-095,2021,26,LV,Tarsalis,111
LV-116,2021,26,LV,Pipiens,2
LV-116,2021,26,LV,Tarsalis,3
LV-117,2021,26,LV,Pipiens,2
LV-117,2021,26,LV,Tarsalis,21
LV-074,2021,26,LV,Tarsalis,1
LV-074gr,2021,26,LV,Pipiens,12
LV-077,2021,26,LV,Pipiens,1
LV-077,2021,26,LV,Tarsalis,20
LV-089,2021,26,LV,Pipiens,13
LV-089,2021,26,LV,Tarsalis,132
LV-100,2021,26,LV,Tarsalis,8
LV-100,2021,26,LV,Pipiens,10
LV-104,2021,26,LV,Pipiens,19
LV-104,2021,26,LV,Tarsalis,349
LV-110,2021,26,LV,Pipiens,2
LV-110,2021,26,LV,Tarsalis,30
LV-112,2021,26,LV,Pipiens,6
LV-112,2021,26,LV,Tarsalis,73
LV-113,2021,26,LV,Pipiens,1
LV-113,2021,26,LV,Tarsalis,4
LV-118,2021,26,LV,Pipiens,1
LV-118,2021,26,LV,Tarsalis,8
LV-124,2021,26,LV,Tarsalis,69
LV-125,2021,26,LV,Pipiens,10
LV-125,2021,26,LV,Tarsalis,23
LV-020,2021,26,LV,Pipiens,13
LV-020,2021,26,LV,Tarsalis,368
LV-021,2021,26,LV,Pipiens,1
LV-021,2021,26,LV,Tarsalis,43
LV-042,2021,26,LV,Pipiens,24
LV-042,2021,26,LV,Tarsalis,188
LV-067,2021,26,LV,Pipiens,8
LV-067,2021,26,LV,Tarsalis,128
LV-087,2021,26,LV,Tarsalis,152
LV-114,2021,26,LV,Pipiens,8
LV-114,2021,26,LV,Tarsalis,16
LV-120,2021,26,LV,Tarsalis,21
LV-010gr,2021,26,LV,Tarsalis,1
LV-010gr,2021,26,LV,Pipiens,81
LV-014,2021,26,LV,Tarsalis,3
LV-097,2021,26,LV,Pipiens,9
LV-098,2021,26,LV,Tarsalis,39
LV-099,2021,26,LV,Tarsalis,1
LV-102,2021,26,LV,Tarsalis,18
LV-105,2021,26,LV,Pipiens,1
LV-121,2021,26,LV,Pipiens,1
LV-121,2021,26,LV,Tarsalis,32
LV-122,2021,26,LV,Pipiens,1
LV-122,2021,26,LV,Tarsalis,3
LC-010,2021,26,TT,Pipiens,2
LC-010,2021,26,TT,Tarsalis,22
LC-022,2021,26,TT,Pipiens,1
LC-022,2021,26,TT,Tarsalis,18
LC-048,2021,26,TT,Tarsalis,13
LC-050,2021,26,TT,Pipiens,4
LC-050,2021,26,TT,Tarsalis,32
LC-051,2021,26,TT,Tarsalis,9
LC-052,2021,26,TT,Pipiens,3
LC-052,2021,26,TT,Tarsalis,51
LC-056,2021,26,TT,Pipiens,1
LC-056,2021,26,TT,Tarsalis,40
LC-001,2021,27,BE,Tarsalis,2
LC-001,2021,27,BE,Pipiens,5
LC-049,2021,27,BE,Pipiens,1
LC-049,2021,27,BE,Tarsalis,83
LC-053,2021,27,BE,Tarsalis,200
LC-054,2021,27,BE,Pipiens,34
LC-054,2021,27,BE,Tarsalis,121
WC-055,2021,27,BE,Pipiens,6
WC-055,2021,27,BE,Tarsalis,212
FC-006,2021,27,NE,Pipiens,4
FC-006,2021,27,NE,Tarsalis,38
FC-014,2021,27,NE,Tarsalis,39
FC-019,2021,27,NE,Pipiens,11
FC-019,2021,27,NE,Tarsalis,35
FC-034,2021,27,NE,Tarsalis,163
FC-036,2021,27,NW,Pipiens,46
FC-036,2021,27,NW,Tarsalis,323
FC-038,2021,27,NE,Pipiens,3
FC-038,2021,27,NE,Tarsalis,78
FC-040,2021,27,NE,Pipiens,6
FC-040,2021,27,NE,Tarsalis,166
FC-040gr,2021,27,NE,Pipiens,13
FC-066,2021,27,NE,Pipiens,60
FC-066,2021,27,NE,Tarsalis,221
FC-066gr,2021,27,NE,Pipiens,3
FC-067,2021,27,NE,Pipiens,2
FC-067,2021,27,NE,Tarsalis,50
FC-069,2021,27,NE,Pipiens,1
FC-069,2021,27,NE,Tarsalis,36
FC-072,2021,27,NE,Pipiens,8
FC-072,2021,27,NE,Tarsalis,200
FC-091gr,2021,27,NE,Pipiens,11
FC-092gr,2021,27,NE,Pipiens,27
FC-004,2021,27,SE,Pipiens,1
FC-004,2021,27,SE,Tarsalis,4
FC-023,2021,27,SE,Pipiens,8
FC-023,2021,27,SE,Tarsalis,124
FC-027,2021,27,SE,Pipiens,7
FC-027,2021,27,SE,Tarsalis,88
FC-039,2021,27,SE,Tarsalis,138
FC-050,2021,27,SE,Pipiens,13
FC-050,2021,27,SE,Tarsalis,100
FC-053,2021,27,SE,Pipiens,1
FC-053,2021,27,SE,Tarsalis,146
FC-059,2021,27,SE,Pipiens,1
FC-059,2021,27,SE,Tarsalis,10
FC-064,2021,27,SE,Tarsalis,15
FC-074,2021,27,SE,Pipiens,3
FC-074,2021,27,SE,Tarsalis,15
FC-075,2021,27,SE,Pipiens,3
FC-075,2021,27,SE,Tarsalis,9
FC-075gr,2021,27,SE,Pipiens,30
FC-088gr,2021,27,SE,Pipiens,127
FC-011,2021,27,NW,Pipiens,6
FC-011,2021,27,NW,Tarsalis,14
FC-015,2021,27,NW,Pipiens,1
FC-015,2021,27,NW,Tarsalis,9
FC-031,2021,27,SE,Tarsalis,11
FC-041,2021,27,NW,Pipiens,21
FC-041,2021,27,NW,Tarsalis,58
FC-046,2021,27,SE,Pipiens,5
FC-046,2021,27,SE,Tarsalis,60
FC-049,2021,27,SW,Pipiens,3
FC-049,2021,27,SW,Tarsalis,9
FC-052,2021,27,NW,Pipiens,5
FC-052,2021,27,NW,Tarsalis,9
FC-058,2021,27,SW,Pipiens,4
FC-058,2021,27,SW,Tarsalis,6
FC-060,2021,27,NW,Tarsalis,21
FC-061,2021,27,NW,Pipiens,7
FC-061,2021,27,NW,Tarsalis,37
FC-063,2021,27,NW,Pipiens,1
FC-063,2021,27,NW,Tarsalis,1
FC-063gr,2021,27,NW,Pipiens,169
FC-073,2021,27,NW,Pipiens,42
FC-073,2021,27,NW,Tarsalis,89
FC-090gr,2021,27,NW,Pipiens,28
FC-001,2021,27,SW,Tarsalis,1
FC-029,2021,27,SE,Tarsalis,3
FC-029gr,2021,27,SE,Pipiens,71
FC-037,2021,27,SW,Pipiens,3
FC-037,2021,27,SW,Tarsalis,13
FC-054,2021,27,SE,Pipiens,1
FC-054,2021,27,SE,Tarsalis,14
FC-057,2021,27,SW,Pipiens,3
FC-057,2021,27,SW,Tarsalis,150
FC-062,2021,27,SW,Pipiens,8
FC-062,2021,27,SW,Tarsalis,18
FC-068,2021,27,SW,Tarsalis,1
FC-071,2021,27,SW,Tarsalis,1
FC-089gr,2021,27,SW,Pipiens,14
FC-093,2021,27,SW,Pipiens,22
FC-093,2021,27,SW,Tarsalis,32
LV-004,2021,27,LV,Tarsalis,244
LV-069,2021,27,LV,Pipiens,18
LV-069,2021,27,LV,Tarsalis,643
LV-078,2021,27,LV,Tarsalis,92
LV-079gr,2021,27,LV,Tarsalis,1
LV-079gr,2021,27,LV,Pipiens,69
LV-080,2021,27,LV,Pipiens,5
LV-080,2021,27,LV,Tarsalis,206
LV-088,2021,27,LV,Pipiens,12
LV-088,2021,27,LV,Tarsalis,168
LV-093,2021,27,LV,Pipiens,20
LV-093,2021,27,LV,Tarsalis,112
LV-095,2021,27,LV,Tarsalis,267
LV-116,2021,27,LV,Pipiens,3
LV-116,2021,27,LV,Tarsalis,32
LV-117,2021,27,LV,Pipiens,2
LV-117,2021,27,LV,Tarsalis,98
LV-074,2021,27,LV,Pipiens,2
LV-074,2021,27,LV,Tarsalis,34
LV-074gr,2021,27,LV,Pipiens,45
LV-077,2021,27,LV,Pipiens,3
LV-077,2021,27,LV,Tarsalis,40
LV-089,2021,27,LV,Tarsalis,380
LV-100,2021,27,LV,Pipiens,4
LV-100,2021,27,LV,Tarsalis,45
LV-104,2021,27,LV,Pipiens,7
LV-104,2021,27,LV,Tarsalis,186
LV-110,2021,27,LV,Tarsalis,54
LV-112,2021,27,LV,Pipiens,4
LV-112,2021,27,LV,Tarsalis,232
LV-113,2021,27,LV,Tarsalis,72
LV-118,2021,27,LV,Tarsalis,45
LV-124,2021,27,LV,Pipiens,4
LV-124,2021,27,LV,Tarsalis,137
LV-125,2021,27,LV,Pipiens,25
LV-125,2021,27,LV,Tarsalis,89
LV-019,2021,27,LV,Pipiens,16
LV-019,2021,27,LV,Tarsalis,236
LV-020,2021,27,LV,Pipiens,4
LV-020,2021,27,LV,Tarsalis,739
LV-021,2021,27,LV,Pipiens,1
LV-021,2021,27,LV,Tarsalis,125
LV-042,2021,27,LV,Pipiens,56
LV-042,2021,27,LV,Tarsalis,212
LV-067,2021,27,LV,Pipiens,36
LV-067,2021,27,LV,Tarsalis,440
LV-087,2021,27,LV,Pipiens,8
LV-087,2021,27,LV,Tarsalis,200
LV-114,2021,27,LV,Tarsalis,80
LV-120,2021,27,LV,Tarsalis,76
LV-010gr,2021,27,LV,Pipiens,48
LV-014,2021,27,LV,Tarsalis,29
LV-097,2021,27,LV,Pipiens,19
LV-097,2021,27,LV,Tarsalis,31
LV-098,2021,27,LV,Pipiens,4
LV-098,2021,27,LV,Tarsalis,15
LV-099,2021,27,LV,Tarsalis,5
LV-102,2021,27,LV,Pipiens,2
LV-102,2021,27,LV,Tarsalis,134
LV-121,2021,27,LV,Tarsalis,24
LV-122,2021,27,LV,Pipiens,1
LV-122,2021,27,LV,Tarsalis,27
LC-010,2021,27,TT,Pipiens,7
LC-010,2021,27,TT,Tarsalis,230
LC-022,2021,27,TT,Pipiens,2
LC-022,2021,27,TT,Tarsalis,48
LC-048,2021,27,TT,Pipiens,1
LC-048,2021,27,TT,Tarsalis,79
LC-050,2021,27,TT,Pipiens,7
LC-050,2021,27,TT,Tarsalis,183
LC-051,2021,27,TT,Pipiens,6
LC-051,2021,27,TT,Tarsalis,240
LC-052,2021,27,TT,Pipiens,3
LC-052,2021,27,TT,Tarsalis,115
LC-056,2021,27,TT,Pipiens,6
LC-056,2021,27,TT,Tarsalis,92
LC-001,2021,28,BE,Tarsalis,168
LC-001,2021,28,BE,Pipiens,33
LC-049,2021,28,BE,Tarsalis,75
LC-053,2021,28,BE,Pipiens,4
LC-053,2021,28,BE,Tarsalis,273
WC-055,2021,28,BE,Tarsalis,84
WC-055,2021,28,BE,Pipiens,1
LC-054,2021,28,BE,Tarsalis,50
LC-054,2021,28,BE,Pipiens,41
FC-006,2021,28,NE,Pipiens,2
FC-006,2021,28,NE,Tarsalis,40
FC-019,2021,28,NE,Tarsalis,74
FC-019,2021,28,NE,Pipiens,3
FC-034,2021,28,NE,Tarsalis,287
FC-034,2021,28,NE,Pipiens,8
FC-036,2021,28,NW,Pipiens,5
FC-036,2021,28,NW,Tarsalis,10
FC-038,2021,28,NE,Tarsalis,26
FC-040gr,2021,28,NE,Pipiens,57
FC-066,2021,28,NE,Pipiens,24
FC-066,2021,28,NE,Tarsalis,31
FC-066gr,2021,28,NE,Pipiens,14
FC-067,2021,28,NE,Pipiens,9
FC-067,2021,28,NE,Tarsalis,100
FC-069,2021,28,NE,Tarsalis,230
FC-072,2021,28,NE,Tarsalis,111
FC-072,2021,28,NE,Pipiens,3
FC-091gr,2021,28,NE,Pipiens,20
FC-092gr,2021,28,NE,Pipiens,31
FC-004,2021,28,SE,Tarsalis,161
FC-004,2021,28,SE,Pipiens,23
FC-014,2021,28,NE,Tarsalis,319
FC-014,2021,28,NE,Pipiens,50
FC-023,2021,28,SE,Pipiens,9
FC-023,2021,28,SE,Tarsalis,84
FC-027,2021,28,SE,Pipiens,66
FC-027,2021,28,SE,Tarsalis,460
FC-031,2021,28,SE,Tarsalis,105
FC-039,2021,28,SE,Tarsalis,85
FC-039,2021,28,SE,Pipiens,3
FC-046,2021,28,SE,Tarsalis,149
FC-046,2021,28,SE,Pipiens,18
FC-047,2021,28,SE,Tarsalis,100
FC-047,2021,28,SE,Pipiens,5
FC-050,2021,28,SE,Pipiens,33
FC-050,2021,28,SE,Tarsalis,207
FC-053,2021,28,SE,Pipiens,2
FC-053,2021,28,SE,Tarsalis,274
FC-059,2021,28,SE,Tarsalis,24
FC-064,2021,28,SE,Pipiens,7
FC-064,2021,28,SE,Tarsalis,284
FC-074,2021,28,SE,Tarsalis,230
FC-074,2021,28,SE,Pipiens,3
FC-075,2021,28,SE,Pipiens,15
FC-075,2021,28,SE,Tarsalis,163
FC-075gr,2021,28,SE,Pipiens,115
FC-088gr,2021,28,SE,Pipiens,150
FC-011,2021,28,NW,Tarsalis,19
FC-015,2021,28,NW,Tarsalis,8
FC-041,2021,28,NW,Pipiens,19
FC-041,2021,28,NW,Tarsalis,75
FC-049,2021,28,SW,Pipiens,3
FC-049,2021,28,SW,Tarsalis,8
FC-052,2021,28,NW,Pipiens,4
FC-052,2021,28,NW,Tarsalis,81
FC-058,2021,28,SW,Tarsalis,22
FC-060,2021,28,NW,Pipiens,6
FC-060,2021,28,NW,Tarsalis,28
FC-061,2021,28,NW,Tarsalis,88
FC-061,2021,28,NW,Pipiens,5
FC-063,2021,28,NW,Pipiens,2
FC-063,2021,28,NW,Tarsalis,8
FC-063gr,2021,28,NW,Pipiens,22
FC-073,2021,28,NW,Tarsalis,79
FC-090gr,2021,28,NW,Pipiens,166
FC-001,2021,28,SW,Tarsalis,24
FC-001,2021,28,SW,Pipiens,3
FC-029,2021,28,SE,Pipiens,12
FC-029,2021,28,SE,Tarsalis,62
FC-029gr,2021,28,SE,Pipiens,6
FC-037,2021,28,SW,Tarsalis,125
FC-037,2021,28,SW,Pipiens,9
FC-054,2021,28,SE,Tarsalis,46
FC-054,2021,28,SE,Pipiens,1
FC-057,2021,28,SW,Tarsalis,18
FC-062,2021,28,SW,Pipiens,1
FC-062,2021,28,SW,Tarsalis,19
FC-068,2021,28,SW,Pipiens,4
FC-068,2021,28,SW,Tarsalis,13
FC-089gr,2021,28,SW,Pipiens,19
FC-093,2021,28,SW,Pipiens,1
FC-093,2021,28,SW,Tarsalis,33
LV-004,2021,28,LV,Pipiens,3
LV-004,2021,28,LV,Tarsalis,792
LV-066,2021,28,LV,Tarsalis,172
LV-066,2021,28,LV,Pipiens,8
LV-069,2021,28,LV,Pipiens,7
LV-069,2021,28,LV,Tarsalis,646
LV-078,2021,28,LV,Tarsalis,204
LV-078,2021,28,LV,Pipiens,4
LV-079gr,2021,28,LV,Pipiens,41
LV-080,2021,28,LV,Tarsalis,172
LV-080,2021,28,LV,Pipiens,8
LV-088,2021,28,LV,Tarsalis,148
LV-088,2021,28,LV,Pipiens,16
LV-093,2021,28,LV,Tarsalis,271
LV-093,2021,28,LV,Pipiens,31
LV-095,2021,28,LV,Tarsalis,339
LV-095,2021,28,LV,Pipiens,5
LV-116,2021,28,LV,Pipiens,4
LV-116,2021,28,LV,Tarsalis,164
LV-117,2021,28,LV,Pipiens,4
LV-117,2021,28,LV,Tarsalis,136
LV-074,2021,28,LV,Pipiens,56
LV-074,2021,28,LV,Tarsalis,548
LV-074gr,2021,28,LV,Pipiens,46
LV-077,2021,28,LV,Tarsalis,40
LV-089,2021,28,LV,Tarsalis,294
LV-089,2021,28,LV,Pipiens,1
LV-100,2021,28,LV,Tarsalis,20
LV-100,2021,28,LV,Pipiens,10
LV-104,2021,28,LV,Tarsalis,450
LV-104,2021,28,LV,Pipiens,48
LV-110,2021,28,LV,Tarsalis,365
LV-112,2021,28,LV,Tarsalis,540
LV-113,2021,28,LV,Tarsalis,124
LV-118,2021,28,LV,Tarsalis,25
LV-124,2021,28,LV,Pipiens,4
LV-124,2021,28,LV,Tarsalis,490
LV-125,2021,28,LV,Pipiens,1
LV-125,2021,28,LV,Tarsalis,48
LV-019,2021,28,LV,Tarsalis,368
LV-019,2021,28,LV,Pipiens,4
LV-020,2021,28,LV,Pipiens,6
LV-020,2021,28,LV,Tarsalis,695
LV-021,2021,28,LV,Pipiens,12
LV-021,2021,28,LV,Tarsalis,147
LV-042,2021,28,LV,Pipiens,16
LV-042,2021,28,LV,Tarsalis,252
LV-087,2021,28,LV,Tarsalis,164
LV-114,2021,28,LV,Tarsalis,180
LV-120,2021,28,LV,Tarsalis,86
LV-010gr,2021,28,LV,Pipiens,25
LV-014,2021,28,LV,Tarsalis,9
LV-097,2021,28,LV,Pipiens,14
LV-097,2021,28,LV,Tarsalis,28
LV-098,2021,28,LV,Tarsalis,35
LV-098,2021,28,LV,Pipiens,7
LV-099,2021,28,LV,Tarsalis,4
LV-102,2021,28,LV,Pipiens,11
LV-102,2021,28,LV,Tarsalis,29
LV-105,2021,28,LV,Tarsalis,17
LV-105,2021,28,LV,Pipiens,3
LV-121,2021,28,LV,Tarsalis,41
LV-122,2021,28,LV,Pipiens,7
LV-122,2021,28,LV,Tarsalis,76
LC-010,2021,28,TT,Tarsalis,232
LC-010,2021,28,TT,Pipiens,20
LC-022,2021,28,TT,Tarsalis,92
LC-048,2021,28,TT,Pipiens,4
LC-048,2021,28,TT,Tarsalis,49
LC-050,2021,28,TT,Tarsalis,240
LC-050,2021,28,TT,Pipiens,8
LC-051,2021,28,TT,Pipiens,2
LC-051,2021,28,TT,Tarsalis,88
LC-052,2021,28,TT,Pipiens,4
LC-052,2021,28,TT,Tarsalis,268
LC-001,2021,29,BE,Tarsalis,189
LC-001,2021,29,BE,Pipiens,5
LC-049,2021,29,BE,Tarsalis,27
LC-053,2021,29,BE,Pipiens,1
LC-053,2021,29,BE,Tarsalis,178
LC-054,2021,29,BE,Tarsalis,85
LC-054,2021,29,BE,Pipiens,16
WC-055,2021,29,BE,Tarsalis,13
FC-006,2021,29,NE,Pipiens,3
FC-006,2021,29,NE,Tarsalis,32
FC-014,2021,29,NE,Pipiens,104
FC-014,2021,29,NE,Tarsalis,194
FC-019,2021,29,NE,Tarsalis,47
FC-019,2021,29,NE,Pipiens,19
FC-034,2021,29,NE,Tarsalis,5
FC-036,2021,29,NW,Pipiens,16
FC-036,2021,29,NW,Tarsalis,318
FC-038,2021,29,NE,Tarsalis,33
FC-040,2021,29,NE,Pipiens,10
FC-040,2021,29,NE,Tarsalis,164
FC-040gr,2021,29,NE,Pipiens,31
FC-067,2021,29,NE,Pipiens,31
FC-067,2021,29,NE,Tarsalis,110
FC-069,2021,29,NE,Pipiens,6
FC-069,2021,29,NE,Tarsalis,250
FC-072,2021,29,NE,Tarsalis,89
FC-072,2021,29,NE,Pipiens,13
FC-091gr,2021,29,NE,Tarsalis,1
FC-091gr,2021,29,NE,Pipiens,68
FC-092gr,2021,29,NE,Pipiens,33
FC-092gr,2021,29,NE,Tarsalis,3
FC-004,2021,29,SE,Pipiens,1
FC-004,2021,29,SE,Tarsalis,56
FC-023,2021,29,SE,Tarsalis,46
FC-023,2021,29,SE,Pipiens,20
FC-027,2021,29,SE,Pipiens,136
FC-027,2021,29,SE,Tarsalis,261
FC-031,2021,29,SE,Tarsalis,82
FC-039,2021,29,SE,Tarsalis,1
FC-046,2021,29,SE,Pipiens,48
FC-046,2021,29,SE,Tarsalis,226
FC-047,2021,29,SE,Tarsalis,25
FC-050,2021,29,SE,Tarsalis,100
FC-050,2021,29,SE,Pipiens,25
FC-053,2021,29,SE,Tarsalis,83
FC-053,2021,29,SE,Pipiens,3
FC-059,2021,29,SE,Tarsalis,25
FC-059,2021,29,SE,Pipiens,12
FC-064,2021,29,SE,Tarsalis,117
FC-064,2021,29,SE,Pipiens,17
FC-066,2021,29,NE,Pipiens,137
FC-066,2021,29,NE,Tarsalis,221
FC-066gr,2021,29,NE,Tarsalis,17
FC-066gr,2021,29,NE,Pipiens,63
FC-074,2021,29,SE,Tarsalis,525
FC-074,2021,29,SE,Pipiens,9
FC-075,2021,29,SE,Pipiens,3
FC-075,2021,29,SE,Tarsalis,93
FC-075gr,2021,29,SE,Pipiens,13
FC-088gr,2021,29,SE,Pipiens,184
FC-011,2021,29,NW,Tarsalis,18
FC-011,2021,29,NW,Pipiens,5
FC-015,2021,29,NW,Tarsalis,5
FC-041,2021,29,NW,Tarsalis,144
FC-041,2021,29,NW,Pipiens,16
FC-049,2021,29,SW,Tarsalis,13
FC-049,2021,29,SW,Pipiens,2
FC-052,2021,29,NW,Tarsalis,12
FC-058,2021,29,SW,Tarsalis,14
FC-060,2021,29,NW,Tarsalis,6
FC-060,2021,29,NW,Pipiens,7
FC-061,2021,29,NW,Tarsalis,63
FC-063,2021,29,NW,Tarsalis,15
FC-063gr,2021,29,NW,Pipiens,4
FC-073,2021,29,NW,Pipiens,7
FC-073,2021,29,NW,Tarsalis,34
FC-090gr,2021,29,NW,Pipiens,9
FC-001,2021,29,SW,Tarsalis,1
FC-029,2021,29,SE,Pipiens,6
FC-029,2021,29,SE,Tarsalis,98
FC-037,2021,29,SW,Tarsalis,17
FC-054,2021,29,SE,Tarsalis,200
FC-054,2021,29,SE,Pipiens,23
FC-057,2021,29,SW,Pipiens,1
FC-057,2021,29,SW,Tarsalis,24
FC-062,2021,29,SW,Tarsalis,38
FC-062,2021,29,SW,Pipiens,10
FC-089gr,2021,29,SW,Tarsalis,1
FC-089gr,2021,29,SW,Pipiens,141
LV-004,2021,29,LV,Pipiens,36
LV-004,2021,29,LV,Tarsalis,220
LV-066,2021,29,LV,Pipiens,4
LV-066,2021,29,LV,Tarsalis,204
LV-069,2021,29,LV,Tarsalis,212
LV-069,2021,29,LV,Pipiens,26
LV-078,2021,29,LV,Pipiens,24
LV-078,2021,29,LV,Tarsalis,220
LV-079gr,2021,29,LV,Pipiens,38
LV-080,2021,29,LV,Tarsalis,300
LV-088,2021,29,LV,Pipiens,24
LV-088,2021,29,LV,Tarsalis,152
LV-093,2021,29,LV,Pipiens,12
LV-093,2021,29,LV,Tarsalis,176
LV-095,2021,29,LV,Pipiens,3
LV-095,2021,29,LV,Tarsalis,213
LV-116,2021,29,LV,Pipiens,4
LV-116,2021,29,LV,Tarsalis,300
LV-117,2021,29,LV,Pipiens,4
LV-117,2021,29,LV,Tarsalis,32
LV-074,2021,29,LV,Pipiens,3
LV-074,2021,29,LV,Tarsalis,154
LV-074gr,2021,29,LV,Pipiens,49
LV-077,2021,29,LV,Tarsalis,49
LV-089,2021,29,LV,Tarsalis,123
LV-089,2021,29,LV,Pipiens,20
LV-100,2021,29,LV,Pipiens,22
LV-100,2021,29,LV,Tarsalis,127
LV-104,2021,29,LV,Pipiens,15
LV-104,2021,29,LV,Tarsalis,250
LV-110,2021,29,LV,Tarsalis,279
LV-110,2021,29,LV,Pipiens,4
LV-112,2021,29,LV,Pipiens,24
LV-112,2021,29,LV,Tarsalis,173
LV-113,2021,29,LV,Tarsalis,85
LV-113,2021,29,LV,Pipiens,3
LV-118,2021,29,LV,Tarsalis,35
LV-118,2021,29,LV,Pipiens,6
LV-124,2021,29,LV,Tarsalis,440
LV-125,2021,29,LV,Pipiens,17
LV-125,2021,29,LV,Tarsalis,64
LV-019,2021,29,LV,Tarsalis,95
LV-020,2021,29,LV,Tarsalis,85
LV-020,2021,29,LV,Pipiens,1
LV-021,2021,29,LV,Pipiens,4
LV-021,2021,29,LV,Tarsalis,112
LV-042,2021,29,LV,Pipiens,44
LV-042,2021,29,LV,Tarsalis,148
LV-067,2021,29,LV,Pipiens,24
LV-067,2021,29,LV,Tarsalis,188
LV-087,2021,29,LV,Pipiens,3
LV-087,2021,29,LV,Tarsalis,102
LV-114,2021,29,LV,Pipiens,3
LV-114,2021,29,LV,Tarsalis,24
LV-120,2021,29,LV,Tarsalis,74
LV-010gr,2021,29,LV,Pipiens,30
LV-014,2021,29,LV,Tarsalis,8
LV-097,2021,29,LV,Tarsalis,10
LV-098,2021,29,LV,Tarsalis,82
